record_id,channel,customer_message,agent_response,resolution_summary,created_at,resolved_at,product_area,issue_category,raw_text,audit_status,exclusion_reason,duplicate_group_id,anomaly_flags
NR-0046,email,Push notifications for our pet groomer arrive late on Android but desktop alerts are instant.,"Check that battery optimization is disabled for Northstar Relay, then refresh the device registration from Mobile settings.",Mobile device registration refreshed after battery optimization check.,2026-05-18T08:15:00Z,2026-05-18T09:05:00Z,mobile_app,technical_troubleshooting,"Subject: Northstar Relay support
Customer wrote: Push notifications for our pet groomer arrive late on Android but desktop alerts are instant.
Support replied: Check that battery optimization is disabled for Northstar Relay, then refresh the device registration from Mobile settings.",keep,,,
NR-0047,internal_note,A new teammate at the pet groomer cannot accept the invite after we changed domains.,"Cancel the pending invite, send a new invite to the current domain, and ask the teammate to open it in a private browser window.",Invite resent for the current domain and pending stale invite removed.,2026-05-19T09:15:00Z,2026-05-19T10:05:00Z,user_management,account_access,"Case note. Customer problem: A new teammate at the pet groomer cannot accept the invite after we changed domains. Support response: Cancel the pending invite, send a new invite to the current domain, and ask the teammate to open it in a private browser window. Outcome: Invite resent for the current domain and pending stale invite removed.",keep,,,note_derived
NR-0048,mixed,The pet groomer workspace shows appointments in the wrong local time.,"Set the workspace time zone under Settings, then refresh calendar sync so existing appointment cards display in the local time.",Workspace time zone corrected and calendar sync refreshed.,2026-05-20T10:15:00Z,2026-05-20T11:05:00Z,workspace_settings,configuration,"MIXED THREAD :: user=The pet groomer workspace shows appointments in the wrong local time. :: assistant=Set the workspace time zone under Settings, then refresh calendar sync so existing appointment cards display in the local time. :: outcome=Workspace time zone corrected and calendar sync refreshed.",keep,,,mixed_format_source
NR-0049,chat,Can we pin VIP customer messages for the pet groomer above the regular inbox queue?,"Add a VIP tag rule with priority inbox placement, then turn on pinned queue view for the support team.",VIP tag rule added and pinned queue view enabled.,2026-05-21T11:15:00Z,2026-05-21T12:05:00Z,inbox_routing,how_to,"Customer: Can we pin VIP customer messages for the pet groomer above the regular inbox queue?
Agent: Add a VIP tag rule with priority inbox placement, then turn on pinned queue view for the support team.
Resolution: VIP tag rule added and pinned queue view enabled.",keep,,,
NR-0050,email,Our reminder automation for the pet groomer sends twice when a customer replies quickly.,Add a condition that skips the reminder if the conversation received a customer reply after the trigger time.,Reminder automation updated with a reply-after-trigger condition.,2026-05-22T12:15:00Z,2026-05-22T13:05:00Z,automations,technical_troubleshooting,"Subject: Northstar Relay support
Customer wrote: Our reminder automation for the pet groomer sends twice when a customer replies quickly.
Support replied: Add a condition that skips the reminder if the conversation received a customer reply after the trigger time.",keep,,,
NR-0051,email,Messages tagged urgent for our bookstore still land in Unassigned after we changed the routing rule.,"Open Routing rules, move the urgent rule above the catch-all rule, then run the preview against the last five messages before saving.",Rule order corrected; future urgent messages route to the expected team.,2026-05-23T13:15:00Z,2026-05-23T14:05:00Z,inbox_routing,technical_troubleshooting,"Subject: Northstar Relay support
Customer wrote: Messages tagged urgent for our bookstore still land in Unassigned after we changed the routing rule.
Support replied: Open Routing rules, move the urgent rule above the catch-all rule, then run the preview against the last five messages before saving.",keep,,,
NR-0052,internal_note,We need after-hours web leads for the bookstore to create a manager task and send an SMS summary.,"Create an automation with the after-hours schedule, add the task action first, then add the SMS summary action with the lead name and source fields.",After-hours automation configured with task creation and SMS summary.,2026-05-24T14:15:00Z,2026-05-24T15:05:00Z,automations,configuration,"Case note. Customer problem: We need after-hours web leads for the bookstore to create a manager task and send an SMS summary. Support response: Create an automation with the after-hours schedule, add the task action first, then add the SMS summary action with the lead name and source fields. Outcome: After-hours automation configured with task creation and SMS summary.",keep,,,note_derived
NR-0053,mixed,The invoice receipt for our bookstore shows the old billing contact name.,"Update the billing contact in Workspace billing, then regenerate the receipt from Billing history so the exported PDF uses the new name.",Billing contact updated and receipt regenerated from billing history.,2026-05-25T15:15:00Z,2026-05-25T16:05:00Z,billing,billing_question,"MIXED THREAD :: user=The invoice receipt for our bookstore shows the old billing contact name. :: assistant=Update the billing contact in Workspace billing, then regenerate the receipt from Billing history so the exported PDF uses the new name. :: outcome=Billing contact updated and receipt regenerated from billing history.",keep,,,mixed_format_source
NR-0054,chat,Shopfront orders are not creating Relay tasks for the bookstore since yesterday.,"Reconnect the Shopfront integration, confirm task creation is enabled, and replay the failed order event from Integration logs.",Integration reconnected and failed order event replayed.,2026-05-26T16:15:00Z,2026-05-26T17:05:00Z,integrations,technical_troubleshooting,"Customer: Shopfront orders are not creating Relay tasks for the bookstore since yesterday.
Agent: Reconnect the Shopfront integration, confirm task creation is enabled, and replay the failed order event from Integration logs.
Resolution: Integration reconnected and failed order event replayed.",keep,,,
NR-0055,email,The weekly response report for the bookstore is missing closed chat conversations.,"Edit the report filter, include chat as a source, and set conversation status to closed plus resolved so the export matches support totals.",Report filter updated to include closed chat conversations.,2026-05-27T08:15:00Z,2026-05-27T09:05:00Z,reporting,how_to,"Subject: Northstar Relay support
Customer wrote: The weekly response report for the bookstore is missing closed chat conversations.
Support replied: Edit the report filter, include chat as a source, and set conversation status to closed plus resolved so the export matches support totals.",keep,,,
NR-0056,internal_note,Push notifications for our bookstore arrive late on Android but desktop alerts are instant.,"Check that battery optimization is disabled for Northstar Relay, then refresh the device registration from Mobile settings.",Mobile device registration refreshed after battery optimization check.,2026-05-28T09:15:00Z,2026-05-28T10:05:00Z,mobile_app,technical_troubleshooting,"Case note. Customer problem: Push notifications for our bookstore arrive late on Android but desktop alerts are instant. Support response: Check that battery optimization is disabled for Northstar Relay, then refresh the device registration from Mobile settings. Outcome: Mobile device registration refreshed after battery optimization check.",keep,,,note_derived
NR-0057,mixed,A new teammate at the bookstore cannot accept the invite after we changed domains.,"Cancel the pending invite, send a new invite to the current domain, and ask the teammate to open it in a private browser window.",Invite resent for the current domain and pending stale invite removed.,2026-05-01T10:15:00Z,2026-05-01T11:05:00Z,user_management,account_access,"MIXED THREAD :: user=A new teammate at the bookstore cannot accept the invite after we changed domains. :: assistant=Cancel the pending invite, send a new invite to the current domain, and ask the teammate to open it in a private browser window. :: outcome=Invite resent for the current domain and pending stale invite removed.",keep,,,mixed_format_source
NR-0058,chat,The bookstore workspace shows appointments in the wrong local time.,"Set the workspace time zone under Settings, then refresh calendar sync so existing appointment cards display in the local time.",Workspace time zone corrected and calendar sync refreshed.,2026-05-02T11:15:00Z,2026-05-02T12:05:00Z,workspace_settings,configuration,"Customer: The bookstore workspace shows appointments in the wrong local time.
Agent: Set the workspace time zone under Settings, then refresh calendar sync so existing appointment cards display in the local time.
Resolution: Workspace time zone corrected and calendar sync refreshed.",keep,,,
NR-0059,email,Can we pin VIP customer messages for the bookstore above the regular inbox queue?,"Add a VIP tag rule with priority inbox placement, then turn on pinned queue view for the support team.",VIP tag rule added and pinned queue view enabled.,2026-05-03T12:15:00Z,2026-05-03T13:05:00Z,inbox_routing,how_to,"Subject: Northstar Relay support
Customer wrote: Can we pin VIP customer messages for the bookstore above the regular inbox queue?
Support replied: Add a VIP tag rule with priority inbox placement, then turn on pinned queue view for the support team.",keep,,,
NR-0060,internal_note,Our reminder automation for the bookstore sends twice when a customer replies quickly.,Add a condition that skips the reminder if the conversation received a customer reply after the trigger time.,Reminder automation updated with a reply-after-trigger condition.,2026-05-04T13:15:00Z,2026-05-04T14:05:00Z,automations,technical_troubleshooting,Case note. Customer problem: Our reminder automation for the bookstore sends twice when a customer replies quickly. Support response: Add a condition that skips the reminder if the conversation received a customer reply after the trigger time. Outcome: Reminder automation updated with a reply-after-trigger condition.,keep,,,note_derived
NR-0061,internal_note,Messages tagged wholesale for our coffee bar still land in Unassigned after we changed the routing rule.,"Open Routing rules, move the wholesale rule above the catch-all rule, then run the preview against the last five messages before saving.",Rule order corrected; future wholesale messages route to the expected team.,2026-05-05T14:15:00Z,2026-05-05T15:05:00Z,inbox_routing,technical_troubleshooting,"Case note. Customer problem: Messages tagged wholesale for our coffee bar still land in Unassigned after we changed the routing rule. Support response: Open Routing rules, move the wholesale rule above the catch-all rule, then run the preview against the last five messages before saving. Outcome: Rule order corrected; future wholesale messages route to the expected team.",keep,,,note_derived
NR-0062,mixed,We need after-hours web leads for the coffee bar to create a manager task and send an SMS summary.,"Create an automation with the after-hours schedule, add the task action first, then add the SMS summary action with the lead name and source fields.",After-hours automation configured with task creation and SMS summary.,2026-05-06T15:15:00Z,2026-05-06T16:05:00Z,automations,configuration,"MIXED THREAD :: user=We need after-hours web leads for the coffee bar to create a manager task and send an SMS summary. :: assistant=Create an automation with the after-hours schedule, add the task action first, then add the SMS summary action with the lead name and source fields. :: outcome=After-hours automation configured with task creation and SMS summary.",keep,,,mixed_format_source
NR-0063,chat,The invoice receipt for our coffee bar shows the old billing contact name.,"Update the billing contact in Workspace billing, then regenerate the receipt from Billing history so the exported PDF uses the new name.",Billing contact updated and receipt regenerated from billing history.,2026-05-07T16:15:00Z,2026-05-07T17:05:00Z,billing,billing_question,"Customer: The invoice receipt for our coffee bar shows the old billing contact name.
Agent: Update the billing contact in Workspace billing, then regenerate the receipt from Billing history so the exported PDF uses the new name.
Resolution: Billing contact updated and receipt regenerated from billing history.",keep,,,
NR-0064,email,Shopfront orders are not creating Relay tasks for the coffee bar since yesterday.,"Reconnect the Shopfront integration, confirm task creation is enabled, and replay the failed order event from Integration logs.",Integration reconnected and failed order event replayed.,2026-05-08T08:15:00Z,2026-05-08T09:05:00Z,integrations,technical_troubleshooting,"Subject: Northstar Relay support
Customer wrote: Shopfront orders are not creating Relay tasks for the coffee bar since yesterday.
Support replied: Reconnect the Shopfront integration, confirm task creation is enabled, and replay the failed order event from Integration logs.",keep,,,
NR-0065,internal_note,The weekly response report for the coffee bar is missing closed chat conversations.,"Edit the report filter, include chat as a source, and set conversation status to closed plus resolved so the export matches support totals.",Report filter updated to include closed chat conversations.,2026-05-09T09:15:00Z,2026-05-09T10:05:00Z,reporting,how_to,"Case note. Customer problem: The weekly response report for the coffee bar is missing closed chat conversations. Support response: Edit the report filter, include chat as a source, and set conversation status to closed plus resolved so the export matches support totals. Outcome: Report filter updated to include closed chat conversations.",keep,,,note_derived
NR-0066,mixed,Push notifications for our coffee bar arrive late on Android but desktop alerts are instant.,"Check that battery optimization is disabled for Northstar Relay, then refresh the device registration from Mobile settings.",Mobile device registration refreshed after battery optimization check.,2026-05-10T10:15:00Z,2026-05-10T11:05:00Z,mobile_app,technical_troubleshooting,"MIXED THREAD :: user=Push notifications for our coffee bar arrive late on Android but desktop alerts are instant. :: assistant=Check that battery optimization is disabled for Northstar Relay, then refresh the device registration from Mobile settings. :: outcome=Mobile device registration refreshed after battery optimization check.",keep,,,mixed_format_source
NR-0067,chat,A new teammate at the coffee bar cannot accept the invite after we changed domains.,"Cancel the pending invite, send a new invite to the current domain, and ask the teammate to open it in a private browser window.",Invite resent for the current domain and pending stale invite removed.,2026-05-11T11:15:00Z,2026-05-11T12:05:00Z,user_management,account_access,"Customer: A new teammate at the coffee bar cannot accept the invite after we changed domains.
Agent: Cancel the pending invite, send a new invite to the current domain, and ask the teammate to open it in a private browser window.
Resolution: Invite resent for the current domain and pending stale invite removed.",keep,,,
NR-0068,email,The coffee bar workspace shows appointments in the wrong local time.,"Set the workspace time zone under Settings, then refresh calendar sync so existing appointment cards display in the local time.",Workspace time zone corrected and calendar sync refreshed.,2026-05-12T12:15:00Z,2026-05-12T13:05:00Z,workspace_settings,configuration,"Subject: Northstar Relay support
Customer wrote: The coffee bar workspace shows appointments in the wrong local time.
Support replied: Set the workspace time zone under Settings, then refresh calendar sync so existing appointment cards display in the local time.",keep,,,
NR-0069,internal_note,Can we pin VIP customer messages for the coffee bar above the regular inbox queue?,"Add a VIP tag rule with priority inbox placement, then turn on pinned queue view for the support team.",VIP tag rule added and pinned queue view enabled.,2026-05-13T13:15:00Z,2026-05-13T14:05:00Z,inbox_routing,how_to,"Case note. Customer problem: Can we pin VIP customer messages for the coffee bar above the regular inbox queue? Support response: Add a VIP tag rule with priority inbox placement, then turn on pinned queue view for the support team. Outcome: VIP tag rule added and pinned queue view enabled.",keep,,,note_derived
NR-0070,mixed,Our reminder automation for the coffee bar sends twice when a customer replies quickly.,Add a condition that skips the reminder if the conversation received a customer reply after the trigger time.,Reminder automation updated with a reply-after-trigger condition.,2026-05-14T14:15:00Z,2026-05-14T15:05:00Z,automations,technical_troubleshooting,MIXED THREAD :: user=Our reminder automation for the coffee bar sends twice when a customer replies quickly. :: assistant=Add a condition that skips the reminder if the conversation received a customer reply after the trigger time. :: outcome=Reminder automation updated with a reply-after-trigger condition.,keep,,,mixed_format_source
NR-0071,mixed,Messages tagged callback for our bike shop still land in Unassigned after we changed the routing rule.,"Open Routing rules, move the callback rule above the catch-all rule, then run the preview against the last five messages before saving.",Rule order corrected; future callback messages route to the expected team.,2026-05-15T15:15:00Z,2026-05-15T16:05:00Z,inbox_routing,technical_troubleshooting,"MIXED THREAD :: user=Messages tagged callback for our bike shop still land in Unassigned after we changed the routing rule. :: assistant=Open Routing rules, move the callback rule above the catch-all rule, then run the preview against the last five messages before saving. :: outcome=Rule order corrected; future callback messages route to the expected team.",keep,,,mixed_format_source
NR-0072,chat,We need after-hours web leads for the bike shop to create a manager task and send an SMS summary.,"Create an automation with the after-hours schedule, add the task action first, then add the SMS summary action with the lead name and source fields.",After-hours automation configured with task creation and SMS summary.,2026-05-16T16:15:00Z,2026-05-16T17:05:00Z,automations,configuration,"Customer: We need after-hours web leads for the bike shop to create a manager task and send an SMS summary.
Agent: Create an automation with the after-hours schedule, add the task action first, then add the SMS summary action with the lead name and source fields.
Resolution: After-hours automation configured with task creation and SMS summary.",keep,,,
NR-0073,email,The invoice receipt for our bike shop shows the old billing contact name.,"Update the billing contact in Workspace billing, then regenerate the receipt from Billing history so the exported PDF uses the new name.",Billing contact updated and receipt regenerated from billing history.,2026-05-17T08:15:00Z,2026-05-17T09:05:00Z,billing,billing_question,"Subject: Northstar Relay support
Customer wrote: The invoice receipt for our bike shop shows the old billing contact name.
Support replied: Update the billing contact in Workspace billing, then regenerate the receipt from Billing history so the exported PDF uses the new name.",keep,,,
NR-0074,internal_note,Shopfront orders are not creating Relay tasks for the bike shop since yesterday.,"Reconnect the Shopfront integration, confirm task creation is enabled, and replay the failed order event from Integration logs.",Integration reconnected and failed order event replayed.,2026-05-18T09:15:00Z,2026-05-18T10:05:00Z,integrations,technical_troubleshooting,"Case note. Customer problem: Shopfront orders are not creating Relay tasks for the bike shop since yesterday. Support response: Reconnect the Shopfront integration, confirm task creation is enabled, and replay the failed order event from Integration logs. Outcome: Integration reconnected and failed order event replayed.",keep,,,note_derived
NR-0075,mixed,The weekly response report for the bike shop is missing closed chat conversations.,"Edit the report filter, include chat as a source, and set conversation status to closed plus resolved so the export matches support totals.",Report filter updated to include closed chat conversations.,2026-05-19T10:15:00Z,2026-05-19T11:05:00Z,reporting,how_to,"MIXED THREAD :: user=The weekly response report for the bike shop is missing closed chat conversations. :: assistant=Edit the report filter, include chat as a source, and set conversation status to closed plus resolved so the export matches support totals. :: outcome=Report filter updated to include closed chat conversations.",keep,,,mixed_format_source
NR-0076,chat,Push notifications for our bike shop arrive late on Android but desktop alerts are instant.,"Check that battery optimization is disabled for Northstar Relay, then refresh the device registration from Mobile settings.",Mobile device registration refreshed after battery optimization check.,2026-05-20T11:15:00Z,2026-05-20T12:05:00Z,mobile_app,technical_troubleshooting,"Customer: Push notifications for our bike shop arrive late on Android but desktop alerts are instant.
Agent: Check that battery optimization is disabled for Northstar Relay, then refresh the device registration from Mobile settings.
Resolution: Mobile device registration refreshed after battery optimization check.",keep,,,
NR-0077,email,A new teammate at the bike shop cannot accept the invite after we changed domains.,"Cancel the pending invite, send a new invite to the current domain, and ask the teammate to open it in a private browser window.",Invite resent for the current domain and pending stale invite removed.,2026-05-21T12:15:00Z,2026-05-21T13:05:00Z,user_management,account_access,"Subject: Northstar Relay support
Customer wrote: A new teammate at the bike shop cannot accept the invite after we changed domains.
Support replied: Cancel the pending invite, send a new invite to the current domain, and ask the teammate to open it in a private browser window.",keep,,,
NR-0078,internal_note,The bike shop workspace shows appointments in the wrong local time.,"Set the workspace time zone under Settings, then refresh calendar sync so existing appointment cards display in the local time.",Workspace time zone corrected and calendar sync refreshed.,2026-05-22T13:15:00Z,2026-05-22T14:05:00Z,workspace_settings,configuration,"Case note. Customer problem: The bike shop workspace shows appointments in the wrong local time. Support response: Set the workspace time zone under Settings, then refresh calendar sync so existing appointment cards display in the local time. Outcome: Workspace time zone corrected and calendar sync refreshed.",keep,,,note_derived
NR-0079,mixed,Can we pin VIP customer messages for the bike shop above the regular inbox queue?,"Add a VIP tag rule with priority inbox placement, then turn on pinned queue view for the support team.",VIP tag rule added and pinned queue view enabled.,2026-05-23T14:15:00Z,2026-05-23T15:05:00Z,inbox_routing,how_to,"MIXED THREAD :: user=Can we pin VIP customer messages for the bike shop above the regular inbox queue? :: assistant=Add a VIP tag rule with priority inbox placement, then turn on pinned queue view for the support team. :: outcome=VIP tag rule added and pinned queue view enabled.",keep,,,mixed_format_source
NR-0080,chat,Our reminder automation for the bike shop sends twice when a customer replies quickly.,Add a condition that skips the reminder if the conversation received a customer reply after the trigger time.,Reminder automation updated with a reply-after-trigger condition.,2026-05-24T15:15:00Z,2026-05-24T16:05:00Z,automations,technical_troubleshooting,"Customer: Our reminder automation for the bike shop sends twice when a customer replies quickly.
Agent: Add a condition that skips the reminder if the conversation received a customer reply after the trigger time.
Resolution: Reminder automation updated with a reply-after-trigger condition.",keep,,,
NR-0081,chat,Messages tagged billing for our florist still land in Unassigned after we changed the routing rule.,"Open Routing rules, move the billing rule above the catch-all rule, then run the preview against the last five messages before saving.",Rule order corrected; future billing messages route to the expected team.,2026-05-25T16:15:00Z,2026-05-25T17:05:00Z,inbox_routing,technical_troubleshooting,"Customer: Messages tagged billing for our florist still land in Unassigned after we changed the routing rule.
Agent: Open Routing rules, move the billing rule above the catch-all rule, then run the preview against the last five messages before saving.
Resolution: Rule order corrected; future billing messages route to the expected team.",keep,,,
NR-0082,email,We need after-hours web leads for the florist to create a manager task and send an SMS summary.,"Create an automation with the after-hours schedule, add the task action first, then add the SMS summary action with the lead name and source fields.",After-hours automation configured with task creation and SMS summary.,2026-05-26T08:15:00Z,2026-05-26T09:05:00Z,automations,configuration,"Subject: Northstar Relay support
Customer wrote: We need after-hours web leads for the florist to create a manager task and send an SMS summary.
Support replied: Create an automation with the after-hours schedule, add the task action first, then add the SMS summary action with the lead name and source fields.",keep,,,
NR-0083,internal_note,The invoice receipt for our florist shows the old billing contact name.,"Update the billing contact in Workspace billing, then regenerate the receipt from Billing history so the exported PDF uses the new name.",Billing contact updated and receipt regenerated from billing history.,2026-05-27T09:15:00Z,2026-05-27T10:05:00Z,billing,billing_question,"Case note. Customer problem: The invoice receipt for our florist shows the old billing contact name. Support response: Update the billing contact in Workspace billing, then regenerate the receipt from Billing history so the exported PDF uses the new name. Outcome: Billing contact updated and receipt regenerated from billing history.",keep,,,note_derived
NR-0084,mixed,Shopfront orders are not creating Relay tasks for the florist since yesterday.,"Reconnect the Shopfront integration, confirm task creation is enabled, and replay the failed order event from Integration logs.",Integration reconnected and failed order event replayed.,2026-05-28T10:15:00Z,2026-05-28T11:05:00Z,integrations,technical_troubleshooting,"MIXED THREAD :: user=Shopfront orders are not creating Relay tasks for the florist since yesterday. :: assistant=Reconnect the Shopfront integration, confirm task creation is enabled, and replay the failed order event from Integration logs. :: outcome=Integration reconnected and failed order event replayed.",keep,,,mixed_format_source
NR-0085,chat,The weekly response report for the florist is missing closed chat conversations.,"Edit the report filter, include chat as a source, and set conversation status to closed plus resolved so the export matches support totals.",Report filter updated to include closed chat conversations.,2026-05-01T11:15:00Z,2026-05-01T12:05:00Z,reporting,how_to,"Customer: The weekly response report for the florist is missing closed chat conversations.
Agent: Edit the report filter, include chat as a source, and set conversation status to closed plus resolved so the export matches support totals.
Resolution: Report filter updated to include closed chat conversations.",keep,,,
NR-0086,email,Push notifications for our florist arrive late on Android but desktop alerts are instant.,"Check that battery optimization is disabled for Northstar Relay, then refresh the device registration from Mobile settings.",Mobile device registration refreshed after battery optimization check.,2026-05-02T12:15:00Z,2026-05-02T13:05:00Z,mobile_app,technical_troubleshooting,"Subject: Northstar Relay support
Customer wrote: Push notifications for our florist arrive late on Android but desktop alerts are instant.
Support replied: Check that battery optimization is disabled for Northstar Relay, then refresh the device registration from Mobile settings.",keep,,,
NR-0087,internal_note,A new teammate at the florist cannot accept the invite after we changed domains.,"Cancel the pending invite, send a new invite to the current domain, and ask the teammate to open it in a private browser window.",Invite resent for the current domain and pending stale invite removed.,2026-05-03T13:15:00Z,2026-05-03T14:05:00Z,user_management,account_access,"Case note. Customer problem: A new teammate at the florist cannot accept the invite after we changed domains. Support response: Cancel the pending invite, send a new invite to the current domain, and ask the teammate to open it in a private browser window. Outcome: Invite resent for the current domain and pending stale invite removed.",keep,,,note_derived
NR-0088,mixed,The florist workspace shows appointments in the wrong local time.,"Set the workspace time zone under Settings, then refresh calendar sync so existing appointment cards display in the local time.",Workspace time zone corrected and calendar sync refreshed.,2026-05-04T14:15:00Z,2026-05-04T15:05:00Z,workspace_settings,configuration,"MIXED THREAD :: user=The florist workspace shows appointments in the wrong local time. :: assistant=Set the workspace time zone under Settings, then refresh calendar sync so existing appointment cards display in the local time. :: outcome=Workspace time zone corrected and calendar sync refreshed.",keep,,,mixed_format_source
NR-0089,chat,Can we pin VIP customer messages for the florist above the regular inbox queue?,"Add a VIP tag rule with priority inbox placement, then turn on pinned queue view for the support team.",VIP tag rule added and pinned queue view enabled.,2026-05-05T15:15:00Z,2026-05-05T16:05:00Z,inbox_routing,how_to,"Customer: Can we pin VIP customer messages for the florist above the regular inbox queue?
Agent: Add a VIP tag rule with priority inbox placement, then turn on pinned queue view for the support team.
Resolution: VIP tag rule added and pinned queue view enabled.",keep,,,
NR-0090,email,Our reminder automation for the florist sends twice when a customer replies quickly.,Add a condition that skips the reminder if the conversation received a customer reply after the trigger time.,Reminder automation updated with a reply-after-trigger condition.,2026-05-06T16:15:00Z,2026-05-06T17:05:00Z,automations,technical_troubleshooting,"Subject: Northstar Relay support
Customer wrote: Our reminder automation for the florist sends twice when a customer replies quickly.
Support replied: Add a condition that skips the reminder if the conversation received a customer reply after the trigger time.",keep,,,
NR-0091,email,Messages tagged urgent for our tax office still land in Unassigned after we changed the routing rule.,"Open Routing rules, move the urgent rule above the catch-all rule, then run the preview against the last five messages before saving.",Rule order corrected; future urgent messages route to the expected team.,2026-05-07T08:15:00Z,2026-05-07T09:05:00Z,inbox_routing,technical_troubleshooting,"Subject: Northstar Relay support
Customer wrote: Messages tagged urgent for our tax office still land in Unassigned after we changed the routing rule.
Support replied: Open Routing rules, move the urgent rule above the catch-all rule, then run the preview against the last five messages before saving.",keep,,,
